,REIT,REIT_yield
1980-04-17,0.9521580158244527,0.00039047619047619044
1980-04-18,0.9519908063333661,0.00039047619047619044
1980-04-21,0.9518236262061176,0.00039047619047619044
1980-04-22,0.9516564754375507,0.00039047619047619044
1980-04-23,0.9514893540225097,0.00039047619047619044
1980-04-24,0.9513222619558397,0.00039047619047619044
1980-04-25,0.9511551992323869,0.00039047619047619044
1980-04-28,0.9509881658469983,0.00039047619047619044
1980-04-29,0.9508211617945218,0.00039047619047619044
1980-04-30,0.9506541870698062,0.00039047619047619044
1980-05-01,0.9528821734080019,0.005838095238095238
1980-05-02,0.9551153813327542,0.005838095238095238
1980-05-05,0.9573538230815556,0.005838095238095238
1980-05-06,0.9595975109205789,0.005838095238095238
1980-05-07,0.9618464571447443,0.005838095238095238
1980-05-08,0.9641006740777867,0.005838095238095238
1980-05-09,0.9663601740723234,0.005838095238095238
1980-05-12,0.9686249695099218,0.005838095238095238
1980-05-13,0.9708950728011672,0.005838095238095238
1980-05-14,0.9731704963857305,0.005838095238095238
1980-05-15,0.9754512527324369,0.005838095238095238
1980-05-16,0.9777373543393341,0.005838095238095238
1980-05-19,0.9800288137337602,0.005838095238095238
1980-05-20,0.9823256434724131,0.005838095238095238
1980-05-21,0.9846278561414192,0.005838095238095238
1980-05-22,0.9869354643564019,0.005838095238095238
1980-05-23,0.9892484807625511,0.005838095238095238
1980-05-27,0.9915669180346924,0.005838095238095238
1980-05-28,0.9938907888773566,0.005838095238095238
1980-05-29,0.9962201060248491,0.005838095238095238
1980-05-30,0.9985548822413202,0.005838095238095238
1980-06-02,1.00174051063637,0.00030000000000000003
1980-06-03,1.0049363019462998,0.00030000000000000003
1980-06-04,1.0081422885932336,0.00030000000000000003
1980-06-05,1.01135850310273,0.00030000000000000003
1980-06-06,1.0145849781041114,0.00030000000000000003
1980-06-09,1.017821746330796,0.00030000000000000003
1980-06-10,1.0210688406206287,0.00030000000000000003
1980-06-11,1.0243262939162159,0.00030000000000000003
1980-06-12,1.0275941392652579,0.00030000000000000003
1980-06-13,1.0308724098208857,0.00030000000000000003
1980-06-16,1.0341611388419962,0.00030000000000000003
1980-06-17,1.0374603596935907,0.00030000000000000003
1980-06-18,1.0407701058471122,0.00030000000000000003
1980-06-19,1.044090410880786,0.00030000000000000003
1980-06-20,1.0474213084799597,0.00030000000000000003
1980-06-23,1.0507628324374456,0.00030000000000000003
1980-06-24,1.0541150166538626,0.00030000000000000003
1980-06-25,1.057477895137981,0.00030000000000000003
1980-06-26,1.0608515020070672,0.00030000000000000003
1980-06-27,1.0642358714872298,0.00030000000000000003
1980-06-30,1.0676310379137666,0.00030000000000000003
1980-07-01,1.0710890573130551,0.0005043478260869565
1980-07-02,1.0745582771156115,0.0005043478260869565
1980-07-03,1.078038733599148,0.0005043478260869565
1980-07-04,1.0815304631588794,0.0005043478260869565
1980-07-07,1.0850335023079032,0.0005043478260869565
1980-07-08,1.0885478876775816,0.0005043478260869565
1980-07-09,1.0920736560179243,0.0005043478260869565
1980-07-10,1.0956108441979733,0.0005043478260869565
1980-07-11,1.0991594892061878,0.0005043478260869565
1980-07-14,1.1027196281508314,0.0005043478260869565
1980-07-15,1.10629129826036,0.0005043478260869565
1980-07-16,1.1098745368838119,0.0005043478260869565
1980-07-17,1.1134693814911965,0.0005043478260869565
1980-07-18,1.1170758696738876,0.0005043478260869565
1980-07-21,1.1206940391450166,0.0005043478260869565
1980-07-22,1.124323927739866,0.0005043478260869565
1980-07-23,1.1279655734162657,0.0005043478260869565
1980-07-24,1.1316190142549893,0.0005043478260869565
1980-07-25,1.135284288460153,0.0005043478260869565
1980-07-28,1.1389614343596148,0.0005043478260869565
1980-07-29,1.1426504904053751,0.0005043478260869565
1980-07-30,1.146351495173979,0.0005043478260869565
1980-07-31,1.1500644873669197,0.0005043478260869565
1980-08-01,1.1516683937955703,0.00018571428571428572
1980-08-04,1.1532745370690762,0.00018571428571428572
1980-08-05,1.1548829203069928,0.00018571428571428572
1980-08-06,1.156493546633226,0.00018571428571428572
1980-08-07,1.1581064191760386,0.00018571428571428572
1980-08-08,1.159721541068056,0.00018571428571428572
1980-08-11,1.161338915446272,0.00018571428571428572
1980-08-12,1.1629585454520563,0.00018571428571428572
1980-08-13,1.1645804342311588,0.00018571428571428572
1980-08-14,1.1662045849337168,0.00018571428571428572
1980-08-15,1.167831000714261,0.00018571428571428572
1980-08-18,1.1694596847317211,0.00018571428571428572
1980-08-19,1.1710906401494328,0.00018571428571428572
1980-08-20,1.172723870135143,0.00018571428571428572
1980-08-21,1.1743593778610169,0.00018571428571428572
1980-08-22,1.175997166503643,0.00018571428571428572
1980-08-25,1.1776372392440408,0.00018571428571428572
1980-08-26,1.1792795992676655,0.00018571428571428572
1980-08-27,1.1809242497644148,0.00018571428571428572
1980-08-28,1.1825711939286356,0.00018571428571428572
1980-08-29,1.1842204349591292,0.00018571428571428572
1980-09-01,1.1832977976412482,0.00027272727272727274
1980-09-02,1.1823758791588097,0.00027272727272727274
1980-09-03,1.1814546789517621,0.00027272727272727274
1980-09-04,1.1805341964604905,0.00027272727272727274
1980-09-05,1.1796144311258154,0.00027272727272727274
1980-09-08,1.1786953823889936,0.00027272727272727274
1980-09-09,1.177777049691717,0.00027272727272727274
1980-09-10,1.1768594324761124,0.00027272727272727274
1980-09-11,1.175942530184741,0.00027272727272727274
1980-09-12,1.1750263422605989,0.00027272727272727274
1980-09-15,1.1741108681471157,0.00027272727272727274
1980-09-16,1.173196107288155,0.00027272727272727274
1980-09-17,1.172282059128013,0.00027272727272727274
1980-09-18,1.1713687231114196,0.00027272727272727274
1980-09-19,1.170456098683537,0.00027272727272727274
1980-09-22,1.16954418528996,0.00027272727272727274
1980-09-23,1.1686329823767148,0.00027272727272727274
1980-09-24,1.1677224893902594,0.00027272727272727274
1980-09-25,1.1668127057774833,0.00027272727272727274
1980-09-26,1.1659036309857067,0.00027272727272727274
1980-09-29,1.1649952644626804,0.00027272727272727274
1980-09-30,1.1640876056565856,0.00027272727272727274
1980-10-01,1.16898596518538,0.000391304347826087
1980-10-02,1.173904936501429,0.000391304347826087
1980-10-03,1.1788446063369884,0.000391304347826087
1980-10-06,1.183805061789275,0.000391304347826087
1980-10-07,1.1887863903220015,0.000391304347826087
1980-10-08,1.1937886797669186,0.000391304347826087
1980-10-09,1.198812018325364,0.000391304347826087
1980-10-10,1.2038564945698174,0.000391304347826087
1980-10-13,1.2089221974454623,0.000391304347826087
1980-10-14,1.214009216271754,0.000391304347826087
1980-10-15,1.2191176407439952,0.000391304347826087
1980-10-16,1.224247560934917,0.000391304347826087
1980-10-17,1.2293990672962671,0.000391304347826087
1980-10-20,1.2345722506604049,0.000391304347826087
1980-10-21,1.2397672022419026,0.000391304347826087
1980-10-22,1.244984013639154,0.000391304347826087
1980-10-23,1.2502227768359893,0.000391304347826087
1980-10-24,1.2554835842032974,0.000391304347826087
1980-10-27,1.2607665285006542,0.000391304347826087
1980-10-28,1.266071702877958,0.000391304347826087
1980-10-29,1.2713992008770723,0.000391304347826087
1980-10-30,1.276749116433475,0.000391304347826087
1980-10-31,1.2821215438779148,0.000391304347826087
1980-11-03,1.2808045709685494,0.00013
1980-11-04,1.2794889508308087,0.00013
1980-11-05,1.2781746820751494,0.00013
1980-11-06,1.2768617633134551,0.00013
1980-11-07,1.2755501931590358,0.00013
1980-11-10,1.2742399702266254,0.00013
1980-11-11,1.272931093132381,0.00013
1980-11-12,1.271623560493881,0.00013
1980-11-13,1.270317370930124,0.00013
1980-11-14,1.2690125230615272,0.00013
1980-11-17,1.2677090155099244,0.00013
1980-11-18,1.2664068468985654,0.00013
1980-11-19,1.2651060158521144,0.00013
1980-11-20,1.2638065209966476,0.00013
1980-11-21,1.2625083609596532,0.00013
1980-11-24,1.2612115343700288,0.00013
1980-11-25,1.2599160398580804,0.00013
1980-11-26,1.2586218760555212,0.00013
1980-11-27,1.2573290415954697,0.00013
1980-11-28,1.2560375351124484,0.00013
1980-12-01,1.2550763416784565,0.0002681818181818182
1980-12-02,1.254115883805936,0.0002681818181818182
1980-12-03,1.2531561609319923,0.0002681818181818182
1980-12-04,1.2521971724941614,0.0002681818181818182
1980-12-05,1.25123891793041,0.0002681818181818182
1980-12-08,1.2502813966791344,0.0002681818181818182
1980-12-09,1.2493246081791611,0.0002681818181818182
1980-12-10,1.248368551869746,0.0002681818181818182
1980-12-11,1.247413227190574,0.0002681818181818182
1980-12-12,1.246458633581759,0.0002681818181818182
1980-12-15,1.2455047704838427,0.0002681818181818182
1980-12-16,1.2445516373377958,0.0002681818181818182
1980-12-17,1.2435992335850163,0.0002681818181818182
1980-12-18,1.2426475586673298,0.0002681818181818182
1980-12-19,1.241696612026989,0.0002681818181818182
1980-12-22,1.2407463931066733,0.0002681818181818182
1980-12-23,1.239796901349489,0.0002681818181818182
1980-12-24,1.238848136198968,0.0002681818181818182
1980-12-26,1.2379000970990688,0.0002681818181818182
1980-12-29,1.2369527834941747,0.0002681818181818182
1980-12-30,1.2360061948290946,0.0002681818181818182
1980-12-31,1.235060330549062,0.0002681818181818182
1981-01-02,1.2362257977215898,0.0005190476190476191
1981-01-05,1.2373923646895661,0.0005190476190476191
1981-01-06,1.2385600324908153,0.0005190476190476191
1981-01-07,1.2397288021641406,0.0005190476190476191
1981-01-08,1.2408986747493262,0.0005190476190476191
1981-01-09,1.242069651287137,0.0005190476190476191
1981-01-12,1.24324173281932,0.0005190476190476191
1981-01-13,1.2444149203886052,0.0005190476190476191
1981-01-14,1.2455892150387071,0.0005190476190476191
1981-01-15,1.2467646178143246,0.0005190476190476191
1981-01-16,1.2479411297611425,0.0005190476190476191
1981-01-19,1.2491187519258324,0.0005190476190476191
1981-01-20,1.2502974853560538,0.0005190476190476191
1981-01-21,1.2514773311004546,0.0005190476190476191
1981-01-22,1.2526582902086723,0.0005190476190476191
1981-01-23,1.253840363731335,0.0005190476190476191
1981-01-26,1.255023552720062,0.0005190476190476191
1981-01-27,1.2562078582274652,0.0005190476190476191
1981-01-28,1.2573932813071496,0.0005190476190476191
1981-01-29,1.2585798230137146,0.0005190476190476191
1981-01-30,1.2597674844027549,0.0005190476190476191
1981-02-02,1.2602907155842116,0.00028000000000000003
1981-02-03,1.2608141640842392,0.00028000000000000003
1981-02-04,1.2613378299930984,0.00028000000000000003
1981-02-05,1.2618617134010879,0.00028000000000000003
1981-02-06,1.2623858143985436,0.00028000000000000003
1981-02-09,1.2629101330758392,0.00028000000000000003
1981-02-10,1.2634346695233856,0.00028000000000000003
1981-02-11,1.2639594238316312,0.00028000000000000003
1981-02-12,1.2644843960910623,0.00028000000000000003
1981-02-13,1.2650095863922026,0.00028000000000000003
1981-02-16,1.2655349948256136,0.00028000000000000003
1981-02-17,1.2660606214818941,0.00028000000000000003
1981-02-18,1.2665864664516806,0.00028000000000000003
1981-02-19,1.2671125298256474,0.00028000000000000003
1981-02-20,1.2676388116945063,0.00028000000000000003
1981-02-23,1.268165312149007,0.00028000000000000003
1981-02-24,1.2686920312799368,0.00028000000000000003
1981-02-25,1.2692189691781204,0.00028000000000000003
1981-02-26,1.2697461259344207,0.00028000000000000003
1981-02-27,1.2702735016397382,0.00028000000000000003
1981-03-02,1.271681636788099,0.00020454545454545457
1981-03-03,1.273091332895256,0.00020454545454545457
1981-03-04,1.2745025916915775,0.00020454545454545457
1981-03-05,1.27591541490935,0.00020454545454545457
1981-03-06,1.27732980428278,0.00020454545454545457
1981-03-09,1.278745761547997,0.00020454545454545457
1981-03-10,1.2801632884430543,0.00020454545454545457
1981-03-11,1.2815823867079323,0.00020454545454545457
1981-03-12,1.2830030580845406,0.00020454545454545457
1981-03-13,1.2844253043167189,0.00020454545454545457
1981-03-16,1.2858491271502406,0.00020454545454545457
1981-03-17,1.2872745283328142,0.00020454545454545457
1981-03-18,1.2887015096140855,0.00020454545454545457
1981-03-19,1.29013007274564,0.00020454545454545457
1981-03-20,1.2915602194810045,0.00020454545454545457
1981-03-23,1.2929919515756503,0.00020454545454545457
1981-03-24,1.294425270786994,0.00020454545454545457
1981-03-25,1.2958601788744009,0.00020454545454545457
1981-03-26,1.297296677599186,0.00020454545454545457
1981-03-27,1.2987347687246176,0.00020454545454545457
1981-03-30,1.300174454015918,0.00020454545454545457
1981-03-31,1.3016157352402662,0.00020454545454545457
1981-04-01,1.3025027023516331,0.00043333333333333337
1981-04-02,1.3033902738738377,0.00043333333333333337
1981-04-03,1.3042784502187468,0.00043333333333333337
1981-04-06,1.305167231798508,0.00043333333333333337
1981-04-07,1.3060566190255496,0.00043333333333333337
1981-04-08,1.3069466123125815,0.00043333333333333337
1981-04-09,1.3078372120725943,0.00043333333333333337
1981-04-10,1.3087284187188601,0.00043333333333333337
1981-04-13,1.3096202326649329,0.00043333333333333337
1981-04-14,1.3105126543246481,0.00043333333333333337
1981-04-15,1.3114056841121235,0.00043333333333333337
1981-04-16,1.312299322441759,0.00043333333333333337
1981-04-20,1.3131935697282364,0.00043333333333333337
1981-04-21,1.314088426386521,0.00043333333333333337
1981-04-22,1.3149838928318598,0.00043333333333333337
1981-04-23,1.3158799694797838,0.00043333333333333337
1981-04-24,1.3167766567461066,0.00043333333333333337
1981-04-27,1.317673955046925,0.00043333333333333337
1981-04-28,1.3185718647986198,0.00043333333333333337
1981-04-29,1.3194703864178552,0.00043333333333333337
1981-04-30,1.3203695203215793,0.00043333333333333337
1981-05-01,1.3200815262204866,0.00016
1981-05-04,1.3197935949355988,0.00016
1981-05-05,1.3195057264532146,0.00016
1981-05-06,1.3192179207596357,0.00016
1981-05-07,1.3189301778411668,0.00016
1981-05-08,1.3186424976841158,0.00016
1981-05-11,1.3183548802747933,0.00016
1981-05-12,1.318067325599513,0.00016
1981-05-13,1.3177798336445918,0.00016
1981-05-14,1.3174924043963492,0.00016
1981-05-15,1.3172050378411078,0.00016
1981-05-18,1.3169177339651932,0.00016
1981-05-19,1.3166304927549342,0.00016
1981-05-20,1.316343314196662,0.00016
1981-05-21,1.3160561982767118,0.00016
1981-05-22,1.3157691449814208,0.00016
1981-05-26,1.3154821542971296,0.00016
1981-05-27,1.3151952262101816,0.00016
1981-05-28,1.3149083607069234,0.00016
1981-05-29,1.3146215577737044,0.00016
1981-06-01,1.3159620540125312,0.00023181818181818183
1981-06-02,1.3173039171315493,0.00023181818181818183
1981-06-03,1.318647148524542,0.00023181818181818183
1981-06-04,1.319991749586714,0.00023181818181818183
1981-06-05,1.3213377217146927,0.00023181818181818183
1981-06-08,1.3226850663065295,0.00023181818181818183
1981-06-09,1.3240337847617014,0.00023181818181818183
1981-06-10,1.3253838784811125,0.00023181818181818183
1981-06-11,1.3267353488670952,0.00023181818181818183
1981-06-12,1.328088197323412,0.00023181818181818183
1981-06-15,1.3294424252552566,0.00023181818181818183
1981-06-16,1.3307980340692558,0.00023181818181818183
1981-06-17,1.3321550251734706,0.00023181818181818183
1981-06-18,1.3335133999773978,0.00023181818181818183
1981-06-19,1.3348731598919712,0.00023181818181818183
1981-06-22,1.3362343063295636,0.00023181818181818183
1981-06-23,1.3375968407039882,0.00023181818181818183
1981-06-24,1.338960764430499,0.00023181818181818183
1981-06-25,1.340326078925794,0.00023181818181818183
1981-06-26,1.3416927856080154,0.00023181818181818183
1981-06-29,1.3430608858967512,0.00023181818181818183
1981-06-30,1.3444303812130374,0.00023181818181818183
1981-07-01,1.343953066674432,0.00043913043478260866
1981-07-02,1.3434759215973113,0.00043913043478260866
1981-07-03,1.3429989459215115,0.00043913043478260866
1981-07-06,1.3425221395868898,0.00043913043478260866
1981-07-07,1.3420455025333249,0.00043913043478260866
1981-07-08,1.3415690347007165,0.00043913043478260866
1981-07-09,1.3410927360289864,0.00043913043478260866
1981-07-10,1.3406166064580767,0.00043913043478260866
1981-07-13,1.3401406459279517,0.00043913043478260866
1981-07-14,1.3396648543785965,0.00043913043478260866
1981-07-15,1.3391892317500178,0.00043913043478260866
1981-07-16,1.3387137779822433,0.00043913043478260866
1981-07-17,1.3382384930153224,0.00043913043478260866
1981-07-20,1.3377633767893253,0.00043913043478260866
1981-07-21,1.3372884292443439,0.00043913043478260866
1981-07-22,1.3368136503204913,0.00043913043478260866
1981-07-23,1.3363390399579014,0.00043913043478260866
1981-07-24,1.33586459809673,0.00043913043478260866
1981-07-27,1.335390324677154,0.00043913043478260866
1981-07-28,1.334916219639371,0.00043913043478260866
1981-07-29,1.3344422829236005,0.00043913043478260866
1981-07-30,1.3339685144700828,0.00043913043478260866
1981-07-31,1.3334949142190797,0.00043913043478260866
1981-08-03,1.3309935867070737,0.00022857142857142854
1981-08-04,1.328496951105967,0.00022857142857142854
1981-08-05,1.326004998614822,0.00022857142857142854
1981-08-06,1.323517720449209,0.00022857142857142854
1981-08-07,1.3210351078411766,0.00022857142857142854
1981-08-10,1.3185571520392199,0.00022857142857142854
1981-08-11,1.3160838443082492,0.00022857142857142854
1981-08-12,1.3136151759295605,0.00022857142857142854
1981-08-13,1.3111511382008034,0.00022857142857142854
1981-08-14,1.3086917224359518,0.00022857142857142854
1981-08-17,1.3062369199652721,0.00022857142857142854
1981-08-18,1.3037867221352935,0.00022857142857142854
1981-08-19,1.3013411203087764,0.00022857142857142854
1981-08-20,1.2989001058646834,0.00022857142857142854
1981-08-21,1.296463670198148,0.00022857142857142854
1981-08-24,1.2940318047204442,0.00022857142857142854
1981-08-25,1.2916045008589565,0.00022857142857142854
1981-08-26,1.2891817500571499,0.00022857142857142854
1981-08-27,1.286763543774539,0.00022857142857142854
1981-08-28,1.284349873486659,0.00022857142857142854
1981-08-31,1.2819407306850346,0.00022857142857142854
1981-09-01,1.2780260062541355,0.00027727272727272724
1981-09-02,1.2741232364066295,0.00027727272727272724
1981-09-03,1.270232384636227,0.00027727272727272724
1981-09-04,1.266353414548119,0.00027727272727272724
1981-09-07,1.2624862898586375,0.00027727272727272724
1981-09-08,1.2586309743949158,0.00027727272727272724
1981-09-09,1.2547874320945498,0.00027727272727272724
1981-09-10,1.2509556270052609,0.00027727272727272724
1981-09-11,1.2471355232845598,0.00027727272727272724
1981-09-14,1.2433270851994112,0.00027727272727272724
1981-09-15,1.2395302771258994,0.00027727272727272724
1981-09-16,1.2357450635488951,0.00027727272727272724
1981-09-17,1.2319714090617235,0.00027727272727272724
1981-09-18,1.2282092783658325,0.00027727272727272724
1981-09-21,1.2244586362704633,0.00027727272727272724
1981-09-22,1.2207194476923207,0.00027727272727272724
1981-09-23,1.216991677655245,0.00027727272727272724
1981-09-24,1.2132752912898848,0.00027727272727272724
1981-09-25,1.209570253833371,0.00027727272727272724
1981-09-28,1.2058765306289918,0.00027727272727272724
1981-09-29,1.2021940871258678,0.00027727272727272724
1981-09-30,1.1985228888786297,0.00027727272727272724
1981-10-01,1.2011816682661842,0.0004772727272727273
1981-10-02,1.2038463458371589,0.0004772727272727273
1981-10-05,1.2065169346759665,0.0004772727272727273
1981-10-06,1.2091934478960464,0.0004772727272727273
1981-10-07,1.2118758986399285,0.0004772727272727273
1981-10-08,1.2145643000792976,0.0004772727272727273
1981-10-09,1.2172586654150586,0.0004772727272727273
1981-10-12,1.2199590078774005,0.0004772727272727273
1981-10-13,1.2226653407258627,0.0004772727272727273
1981-10-14,1.2253776772493987,0.0004772727272727273
1981-10-15,1.2280960307664421,0.0004772727272727273
1981-10-16,1.230820414624972,0.0004772727272727273
1981-10-19,1.233550842202578,0.0004772727272727273
1981-10-20,1.2362873269065269,0.0004772727272727273
1981-10-21,1.2390298821738273,0.0004772727272727273
1981-10-22,1.2417785214712964,0.0004772727272727273
1981-10-23,1.244533258295626,0.0004772727272727273
1981-10-26,1.2472941061734488,0.0004772727272727273
1981-10-27,1.2500610786614046,0.0004772727272727273
1981-10-28,1.2528341893462067,0.0004772727272727273
1981-10-29,1.2556134518447093,0.0004772727272727273
1981-10-30,1.2583988798039738,0.0004772727272727273
1981-11-02,1.2605544696030313,0.00019523809523809522
1981-11-03,1.2627137518460796,0.00019523809523809522
1981-11-04,1.264876732858136,0.00019523809523809522
1981-11-05,1.2670434189750523,0.00019523809523809522
1981-11-06,1.2692138165435332,0.00019523809523809522
1981-11-09,1.2713879319211552,0.00019523809523809522
1981-11-10,1.273565771476385,0.00019523809523809522
1981-11-11,1.2757473415885985,0.00019523809523809522
1981-11-12,1.277932648648099,0.00019523809523809522
1981-11-13,1.2801216990561362,0.00019523809523809522
1981-11-16,1.282314499224925,0.00019523809523809522
1981-11-17,1.2845110555776638,0.00019523809523809522
1981-11-18,1.286711374548554,0.00019523809523809522
1981-11-19,1.288915462582819,0.00019523809523809522
1981-11-20,1.2911233261367216,0.00019523809523809522
1981-11-23,1.2933349716775848,0.00019523809523809522
1981-11-24,1.2955504056838094,0.00019523809523809522
1981-11-25,1.2977696346448937,0.00019523809523809522
1981-11-26,1.299992665061452,0.00019523809523809522
1981-11-27,1.3022195034452342,0.00019523809523809522
1981-11-30,1.3044501563191446,0.00019523809523809522
1981-12-01,1.3042536277717205,0.00023181818181818183
1981-12-02,1.3040571288333005,0.00023181818181818183
1981-12-03,1.3038606594994235,0.00023181818181818183
1981-12-04,1.3036642197656296,0.00023181818181818183
1981-12-07,1.303467809627459,0.00023181818181818183
1981-12-08,1.3032714290804528,0.00023181818181818183
1981-12-09,1.303075078120153,0.00023181818181818183
1981-12-10,1.3028787567421019,0.00023181818181818183
1981-12-11,1.3026824649418427,0.00023181818181818183
1981-12-14,1.302486202714919,0.00023181818181818183
1981-12-15,1.3022899700568757,0.00023181818181818183
1981-12-16,1.3020937669632577,0.00023181818181818183
1981-12-17,1.3018975934296109,0.00023181818181818183
1981-12-18,1.3017014494514816,0.00023181818181818183
1981-12-21,1.3015053350244172,0.00023181818181818183
1981-12-22,1.3013092501439656,0.00023181818181818183
1981-12-23,1.3011131948056749,0.00023181818181818183
1981-12-24,1.3009171690050947,0.00023181818181818183
1981-12-28,1.3007211727377745,0.00023181818181818183
1981-12-29,1.3005252059992651,0.00023181818181818183
1981-12-30,1.3003292687851176,0.00023181818181818183
1981-12-31,1.3001333610908838,0.00023181818181818183
1982-01-04,1.2998432564744131,0.0005949999999999999
1982-01-05,1.299553216590293,0.0005949999999999999
1982-01-06,1.2992632414240795,0.0005949999999999999
1982-01-07,1.2989733309613316,0.0005949999999999999
1982-01-08,1.298683485187612,0.0005949999999999999
1982-01-11,1.2983937040884859,0.0005949999999999999
1982-01-12,1.2981039876495226,0.0005949999999999999
1982-01-13,1.2978143358562941,0.0005949999999999999
1982-01-14,1.2975247486943757,0.0005949999999999999
1982-01-15,1.2972352261493458,0.0005949999999999999
1982-01-18,1.2969457682067864,0.0005949999999999999
1982-01-19,1.2966563748522821,0.0005949999999999999
1982-01-20,1.2963670460714214,0.0005949999999999999
1982-01-21,1.2960777818497955,0.0005949999999999999
1982-01-22,1.295788582172999,0.0005949999999999999
1982-01-25,1.29549944702663,0.0005949999999999999
1982-01-26,1.295210376396289,0.0005949999999999999
1982-01-27,1.2949213702675808,0.0005949999999999999
1982-01-28,1.2946324286261126,0.0005949999999999999
1982-01-29,1.294343551457495,0.0005949999999999999
1982-02-01,1.2931063010268193,0.000305
1982-02-02,1.2918702332718146,0.000305
1982-02-03,1.2906353470619727,0.000305
1982-02-04,1.2894016412678662,0.000305
1982-02-05,1.288169114761147,0.000305
1982-02-08,1.2869377664145456,0.000305
1982-02-09,1.2857075951018704,0.000305
1982-02-10,1.284478599698006,0.000305
1982-02-11,1.2832507790789127,0.000305
1982-02-12,1.282024132121625,0.000305
1982-02-15,1.2807986577042512,0.000305
1982-02-16,1.2795743547059715,0.000305
1982-02-17,1.2783512220070379,0.000305
1982-02-18,1.2771292584887726,0.000305
1982-02-19,1.2759084630335673,0.000305
1982-02-22,1.2746888345248817,0.000305
1982-02-23,1.2734703718472429,0.000305
1982-02-24,1.2722530738862445,0.000305
1982-02-25,1.271036939528545,0.000305
1982-02-26,1.2698219676618674,0.000305
1982-03-01,1.2689525734291294,0.0002173913043478261
1982-03-02,1.2680837744344255,0.0002173913043478261
1982-03-03,1.2672155702702212,0.0002173913043478261
1982-03-04,1.266347960529261,0.0002173913043478261
1982-03-05,1.2654809448045676,0.0002173913043478261
1982-03-08,1.2646145226894432,0.0002173913043478261
1982-03-09,1.2637486937774678,0.0002173913043478261
1982-03-10,1.2628834576625,0.0002173913043478261
1982-03-11,1.2620188139386765,0.0002173913043478261
