,LONGT,LONGT_yield
1980-07-16,1.0898874596582082,0.0002791780706954329
1980-07-17,1.0799946310693807,0.0002753424709790373
1980-07-18,1.0762646083978216,0.00027808218132959655
1980-07-21,1.0852227768098024,0.0008375342120862986
1980-07-22,1.0784346319674174,0.00027698629196376014
1980-07-23,1.081753557498137,0.0002789041179500214
1980-07-24,1.0730161594360388,0.00027808218132959655
1980-07-25,1.0644181898493117,0.0002805479389347442
1980-07-28,1.0565474924650016,0.0008490410896196756
1980-07-29,1.0587781420775733,0.0002854794541450396
1980-07-30,1.0485055075981853,0.00028493149639808967
1980-07-31,1.021847308421059,0.00028794521175018727
1980-08-01,1.0257789926482745,0.0002958904161845168
1980-08-04,1.0340140839307506,0.0008843835804560412
1980-08-05,1.03338630330442,0.0002926027480870077
1980-08-06,1.0299984635528463,0.0002928767008324192
1980-08-07,1.0349049680132776,0.00029397259019825554
1980-08-08,1.0151794634153368,0.0002926027480870077
1980-08-11,1.0028386538425096,0.0008958903796052279
1980-08-12,1.0066338490344509,0.0003027397312530099
1980-08-13,1.0139972108730018,0.00030164384188717357
1980-08-14,1.016970566967323,0.00029945206315550087
1980-08-15,1.0235641093256453,0.00029863012653507596
1980-08-18,1.0075173862016327,0.0008901369800306346
1980-08-19,0.9956632659903543,0.00030191782076064854
1980-08-20,0.9985418056947658,0.0003057534204770441
1980-08-21,0.9971188616173385,0.00030493150998468267
1980-08-22,1.0095879677115673,0.00030547944160356914
1980-08-25,0.9957208817154775,0.0009049315256615207
1980-08-26,0.9960204147178604,0.00030630137822399404
1980-08-27,0.9836169863896888,0.00030630137822399404
1980-08-28,0.9756179692196465,0.0003104109568138645
1980-08-29,0.9892524596443318,0.00031315069329248716
1980-09-02,1.006748381283284,0.0012350685433165668
1980-09-03,1.0194042828932146,0.00030356164174537135
1980-09-04,1.0126000403761,0.00029972601590091236
1980-09-05,1.009382968072972,0.00030191782076064854
1980-09-08,1.002450953445682,0.0009090411303794546
1980-09-09,1.0114634800676672,0.00030547944160356914
1980-09-10,1.0144074154787814,0.0003027397312530099
1980-09-11,1.003337350047635,0.00030191782076064854
1980-09-12,1.0010489675355163,0.00030547944160356914
1980-09-15,0.9849953155935041,0.0009189041346719819
1980-09-16,0.9894845257708338,0.00031178082505317584
1980-09-17,0.9830972154356494,0.0003104109568138645
1980-09-18,0.9884066474087503,0.0003126027355455373
1980-09-19,0.9971649637977186,0.00031095891456081446
1980-09-22,0.9690056628159491,0.0009246575342465753
1980-09-23,0.9749875394587962,0.0003178082296293076
1980-09-24,0.9752901845810943,0.00031589040364304633
1980-09-25,0.965082192520374,0.00031589040364304633
1980-09-26,0.9535197330655315,0.0003194520506140304
1980-09-29,0.9451351947684409,0.000970684965995893
1980-09-30,0.9634052777378636,0.00032684932342947346
1980-10-01,0.9645056807242939,0.00032054793997986675
1980-10-02,0.967208008863624,0.0003202739611063918
1980-10-03,0.994650030629187,0.0003194520506140304
1980-10-06,1.0015120261910577,0.0009312328704415935
1980-10-07,0.9984014023040769,0.00030849315695566674
1980-10-08,0.9919400693562428,0.0003095890463215031
1980-10-09,1.0067161239707152,0.00031178082505317584
1980-10-10,1.0027166272212475,0.0003071232887163554
1980-10-14,1.0125710748499934,0.001233972627822667
1980-10-15,1.0172543316165459,0.0003057534204770441
1980-10-16,1.0036549183219774,0.00030438355223773273
1980-10-17,0.9895748935691788,0.0003087671358291417
1980-10-20,0.9904890827714401,0.0009402739381136958
1980-10-21,0.983330400155419,0.00031342464603789866
1980-10-22,0.9666202918799054,0.00031589040364304633
1980-10-23,0.9717265405887446,0.00032164382934570315
1980-10-24,0.9776926519537227,0.0003200000083609803
1980-10-27,0.9508757549891186,0.0009542465471241571
1980-10-28,0.9374943111311387,0.0003276712339218349
1980-10-29,0.9325799091766974,0.0003326027491321303
1980-10-30,0.9277196875662733,0.000334520548990328
1980-10-31,0.9317117860249028,0.0003364383488485258
1980-11-03,0.9333736803849884,0.0010052054418276434
1980-11-05,0.92370585391506,0.000669589055727606
1980-11-06,0.9075719281041005,0.00033863012758019855
1980-11-07,0.90788000354842,0.0003449315110298052
1980-11-10,0.9004456471212945,0.0010347945330894156
1980-11-12,0.9331822547836349,0.0006964383582546287
1980-11-13,0.93571468594386,0.00033589041722963933
1980-11-14,0.919929796013807,0.0003350684806092145
1980-11-17,0.9101848083777988,0.0010232876555560386
1980-11-18,0.9328110497877303,0.0003452054899032802
1980-11-19,0.9405524441255195,0.00033671232772200077
1980-11-20,0.9386180938583106,0.00033397259124337813
1980-11-21,0.927856250715762,0.000334794527863803
1980-11-24,0.9331810978144406,0.0010167123193610204
1980-11-25,0.9342282762183911,0.0003372602854689507
1980-11-26,0.9367579699837476,0.00033698630659547573
1980-11-28,0.9336811026114724,0.0006723287922062286
1980-12-01,0.9208029292908008,0.0010126027146430863
1980-12-02,0.9218307452102822,0.00034273973229813245
1980-12-03,0.9286462009715586,0.00034246575342465754
1980-12-04,0.9275027342305648,0.00033999999581950987
1980-12-05,0.9351281066595164,0.00034054795356645975
1980-12-08,0.9294666255271506,0.0010134246512635112
1980-12-09,0.9111961736875194,0.0003402739746929848
1980-12-10,0.9031718944441303,0.0003473972686349529
1980-12-11,0.8786628340961099,0.00035068493673246203
1980-12-12,0.9023865708089076,0.00036082191989846425
1980-12-15,0.9012660458574869,0.0010536986050540453
1980-12-16,0.8947802268212688,0.0003520548049717733
1980-12-17,0.9094790761876188,0.0003547945153223325
1980-12-18,0.9182194382453328,0.0003490410896196757
1980-12-19,0.9477318141328389,0.00034575342152216664
1980-12-22,0.9853432935738654,0.0010043835835914089
1980-12-23,0.9712479727571124,0.00032191780821917807
1980-12-24,0.9699846078117698,0.00032684932342947346
1980-12-26,0.9793348268823661,0.0006547945100967198
1980-12-29,0.9802717529311007,0.0009731506974729772
1980-12-30,0.9710504743106123,0.00032438356582432574
1980-12-31,0.9697916873856082,0.0003276712339218349
1981-01-02,0.9680684002549891,0.0006564383310814426
1981-01-05,0.9962730971257234,0.0009871233064834384
1981-01-06,0.9965861707912891,0.00031972602948750537
1981-01-07,0.9790363122744888,0.00031972602948750537
1981-01-08,0.9777569855455327,0.0003257534340636371
1981-01-09,0.9608554744489021,0.0003263013656825235
1981-01-12,0.9656567625443065,0.0009969863107759658
1981-01-13,0.9659710622250411,0.00033095890201934394
1981-01-14,0.9670620002054661,0.00033095890201934394
1981-01-15,0.9535680088157984,0.00033068492314586897
1981-01-16,0.9630405975499867,0.00033561643835616436
1981-01-19,0.9548176388767027,0.0009969863107759658
1981-01-20,0.9658468137078441,0.00033561643835616436
1981-01-21,0.9494046314502913,0.0003317808125117054
1981-01-22,0.9400783436694531,0.0003378082170878371
1981-01-23,0.9463034941902969,0.0003413698640588212
1981-01-26,0.9547409613051054,0.0010175342559814453
1981-01-27,0.9527947686545234,0.0003364383488485258
1981-01-28,0.9516081171992293,0.0003372602854689507
1981-01-29,0.9481856782192049,0.0003378082170878371
1981-01-30,0.9560072071509046,0.00033917808532714843
1981-02-02,0.9442511245641494,0.0010093150465455773
1981-02-03,0.9328928047852207,0.0003410958851853462
1981-02-04,0.9419363122918774,0.00034547944264869167
1981-02-05,0.9270656523324043,0.00034219177455118257
1981-02-06,0.9252522976907857,0.00034794520025383934
1981-02-09,0.9205662243103861,0.0010463013322386022
1981-02-10,0.9132299173926863,0.00035095891560593694
1981-02-11,0.9073746864840753,0.0003539726048299711
1981-02-13,0.8952332387832723,0.0007128767248702375
1981-02-17,0.9147663398801061,0.0014465753215633028
1981-02-18,0.9185525243173767,0.0003542465837034461
1981-02-19,0.9308527336578685,0.00035287671546413473
1981-02-20,0.9434625347704064,0.00034821917912731436
1981-02-23,0.9250136134011534,0.0010306849283714815
1981-02-24,0.9253331848292297,0.00035095891560593694
1981-02-25,0.9200453507762834,0.00035095891560593694
1981-02-26,0.914132590903386,0.00035315069433760975
1981-02-27,0.9151411658163452,0.00035561642581469395
1981-03-02,0.9011687638100925,0.0010660274192078472
1981-03-03,0.9143592575928957,0.0003613698515173507
1981-03-04,0.9126224498766319,0.00035616438356164383
1981-03-05,0.9150011248372576,0.00035698629405400527
1981-03-06,0.9342502000977536,0.00035616438356164383
1981-03-09,0.9416959763389422,0.0010463013322386022
1981-03-10,0.9383991679359561,0.0003463013792691166
1981-03-11,0.9351279805851512,0.0003476712213803644
1981-03-12,0.9463046153974666,0.0003490410896196757
1981-03-13,0.95922972945388,0.0003449315110298052
1981-03-16,0.9609452351454458,0.0010208219240789543
1981-03-17,0.9734632289098484,0.00033999999581950987
1981-03-18,0.9807807398713919,0.00033561643835616436
1981-03-19,0.9717864117187291,0.0003331506807510167
1981-03-20,0.967513075057074,0.0003364383488485258
1981-03-23,0.9410123156781115,0.001014246587883936
1981-03-24,0.9320353087244195,0.00034821917912731436
1981-03-25,0.9373424659349799,0.0003517808260982984
1981-03-26,0.9270373088554227,0.0003498630262401006
1981-03-27,0.926660109088164,0.0003539726048299711
1981-03-30,0.9368133158200507,0.001062739751110338
1981-03-31,0.9479649075578809,0.00035068493673246203
1981-04-01,0.9482882526819691,0.000346575332014528
1981-04-02,0.937767708181251,0.000346575332014528
1981-04-03,0.9281815219514812,0.00035068493673246203
1981-04-06,0.9058921162977935,0.0010635616093465727
1981-04-07,0.9259769886835366,0.00036383560912249844
1981-04-08,0.9152817629874859,0.00035589040468816886
1981-04-09,0.924537436047922,0.0003602739621515143
1981-04-10,0.9159226274760106,0.00035671234130859377
1981-04-13,0.9114777955818305,0.0010808218864545428
1981-04-14,0.9185920810131855,0.00036246574088318707
1981-04-15,0.9080914734941429,0.0003597260305326279
1981-04-16,0.9064146403680857,0.00036410958799597336
1981-04-20,0.9178163036703088,0.0014597259939533392
1981-04-21,0.9161015924048245,0.00036082191989846425
1981-04-22,0.9130445388439533,0.0003616438303908257
1981-04-23,0.9113519820474516,0.000363013698630137
1981-04-24,0.9069989057852935,0.00036383560912249844
1981-04-27,0.9059873829163694,0.0010972603053262787
1981-04-28,0.9056517608770576,0.000366575345601121
1981-04-29,0.8987462487502599,0.000366849324474596
1981-04-30,0.8893855079613313,0.0003698630136986302
1981-05-01,0.8935638032314126,0.0003739725922885006
1981-05-04,0.8700524965239281,0.0011169863139113335
1981-05-05,0.8624990656465026,0.00038301368608866654
1981-05-06,0.8713207635291016,0.0003865753330596506
1981-05-07,0.8796860876392761,0.00038273973334325504
1981-05-08,0.8850348361071994,0.000379178086372271
1981-05-11,0.8778854979636609,0.0011309589229217946
1981-05-12,0.8745050461203141,0.0003805479546115823
1981-05-13,0.8748344811167972,0.00038219177559630516
1981-05-14,0.8933839612168168,0.00038219177559630516
1981-05-15,0.8988741298116356,0.00037424657116197563
1981-05-18,0.9177144583598849,0.0011161643772909084
1981-05-19,0.907361605948449,0.0003646575457429233
1981-05-20,0.909013573825403,0.00036904110320626875
1981-05-21,0.9040746218190089,0.0003684931454593188
1981-05-22,0.915671069233528,0.0003706849241909915
1981-05-26,0.9264800003949445,0.0014641095514166846
1981-05-27,0.923393561306047,0.00036219178813777557
1981-05-28,0.9354408294413441,0.00036356165637708694
1981-05-29,0.9385720836410022,0.00035890412004026647
1981-06-01,0.9395641249472083,0.0010734246920232901
1981-06-02,0.9349964848594577,0.0003578082306744301
1981-06-03,0.938821967140983,0.0003597260305326279
1981-06-04,0.9419679703017708,0.00035835616229331653
1981-06-05,0.9373812612256316,0.0003572602729274802
1981-06-08,0.9554414440282326,0.0010775342183570338
1981-06-09,0.9543255706855481,0.0003526027365906598
1981-06-10,0.9597429032307615,0.00035315069433760975
1981-06-11,0.9586155295100205,0.00035123286835134844
1981-06-12,0.9589474975372744,0.0003517808260982984
1981-06-15,0.9769879499964426,0.0010553424782948951
1981-06-16,0.978832262496865,0.00034547944264869167
1981-06-17,0.968665293542111,0.0003449315110298052
1981-06-18,0.9507698941758284,0.0003487671107462008
1981-06-19,0.9568603793919671,0.00035561642581469395
1981-06-22,0.960764588866816,0.0010602739412490633
1981-06-23,0.9517032216857688,0.0003523287577171848
1981-06-24,0.9442228944786155,0.00035589040468816886
1981-06-25,0.9417454355928814,0.00035890412004026647
1981-06-26,0.9420793018519013,0.00036000000940610287
1981-06-29,0.9451892738008537,0.0010800000282183086
1981-06-30,0.9323045567205724,0.00035917807278567797
1981-07-01,0.921108570803793,0.00036438356686944827
1981-07-02,0.9295515288244729,0.00036904110320626875
1981-07-06,0.9419224107430028,0.0014630137404350386
1981-07-07,0.9264423081675082,0.0003613698515173507
1981-07-08,0.9261019844543311,0.0003676712349669574
1981-07-09,0.9237426361372745,0.0003679452138404324
1981-07-10,0.9390892715590672,0.00036904110320626875
1981-07-13,0.9345780710381312,0.0010890410958904109
1981-07-14,0.9240503741790231,0.0003652054773618097
1981-07-15,0.9338764335777915,0.00036958903482515516
1981-07-16,0.9280856284681128,0.00036575343510875964
1981-07-17,0.9311360856140031,0.00036821916658584384
1981-07-20,0.9011589541856536,0.0011013698316600224
1981-07-21,0.9034145491433003,0.00037999999686463235
1981-07-22,0.9018331202489515,0.000379178086372271
1981-07-23,0.9066618456873855,0.00037999999686463235
1981-07-24,0.9167732858363027,0.00037808219700643457
1981-07-27,0.9145037080188614,0.0011219177768655019
1981-07-28,0.9083360803199358,0.000375342460527812
1981-07-29,0.9009822920350449,0.00037808219700643457
1981-07-30,0.8994173016111867,0.0003813698651039437
1981-07-31,0.8991230725394346,0.00038219177559630516
1981-08-03,0.8809202785181547,0.00114739726340934
1981-08-04,0.8873743475510905,0.0003909589166510595
1981-08-05,0.8889474862492082,0.00038821918017243684
1981-08-06,0.8961330106366974,0.00038767122242548696
1981-08-07,0.8945944317107868,0.0003846575332014528
1981-08-10,0.9076413527079198,0.0011564383310814427
1981-08-11,0.9243105701080319,0.0003802739757381074
1981-08-12,0.9121738166835036,0.0003734246606696142
1981-08-13,0.9086414494040695,0.0003786301286253211
1981-08-14,0.9045023497741331,0.0003802739757381074
1981-08-17,0.9087203641610703,0.0011465753267889153
1981-08-18,0.9058613884179092,0.0003808219073569938
1981-08-19,0.9062026356692905,0.00038219177559630516
1981-08-20,0.8983183102351093,0.00038219177559630516
1981-08-21,0.8949113428707292,0.0003857534225672892
1981-08-24,0.8699144439401774,0.0011621918090402262
1981-08-25,0.8679098941037396,0.0003991780738308005
1981-08-26,0.8688382790294853,0.0004002739631966369
1981-08-27,0.8697678525531285,0.0004000000104512254
1981-08-28,0.8760229775681369,0.0003997260315777504
1981-08-31,0.860102061245175,0.0011909588852973834
1981-09-01,0.8650600219446638,0.00040493149953345727
1981-09-02,0.8654036740124554,0.00040273972080178463
1981-09-03,0.8588363219047079,0.00040273972080178463
1981-09-04,0.8580386344597172,0.0004060273888992936
1981-09-08,0.8509416549645317,0.0016263013865849742
1981-09-09,0.8660951037314975,0.0004106849252361141
1981-09-10,0.8693476499707269,0.00040356163129414595
1981-09-11,0.8809203161679166,0.0004021917891828981
1981-09-14,0.8807588905720113,0.0011909588852973834
1981-09-15,0.8853086784492351,0.0003975342528460777
1981-09-16,0.8868630832543553,0.00039561642685981643
1981-09-17,0.8969996502526898,0.00039506849524093
1981-09-18,0.8998274269272654,0.00039068493777758457
1981-09-21,0.9090266450617587,0.0011687671452352444
1981-09-22,0.8943877478678685,0.0003860274014407641
1981-09-23,0.8778425565225524,0.00039260273763578235
1981-09-24,0.873476536068921,0.0004002739631966369
1981-09-25,0.8515216967441803,0.0004024657419283096
1981-09-28,0.856482476398875,0.0012394520485237853
1981-09-29,0.8462561421584901,0.00041123288298306403
1981-09-30,0.8471541471322105,0.00041643835093877087
1981-10-01,0.8502646338753959,0.0004161643720652959
1981-10-02,0.8698761948989521,0.00041479452995404805
1981-10-05,0.8814743321277204,0.0012164383718412215
1981-10-06,0.8830124201133285,0.0004005479420701118
1981-10-07,0.8869505252230955,0.0004000000104512254
1981-10-08,0.8933475826563319,0.0003983561633384391
1981-10-09,0.9047915563347362,0.00039561642685981643
1981-10-13,0.8999833459588794,0.0015627397511103383
1981-10-14,0.8929866321162238,0.00039342464812814373
1981-10-15,0.8988345534520904,0.0003967123162256528
1981-10-16,0.8894461865524542,0.0003942465847485686
1981-10-19,0.8923054648531847,0.0011958904266357422
1981-10-20,0.8842565354534969,0.00039780823171955265
1981-10-21,0.8682543998781533,0.00040164383143594817
1981-10-22,0.8703286241067956,0.0004093150569968028
1981-10-23,0.8764750936087339,0.00040849314650444134
1981-10-26,0.854761604136697,0.0012172603084616464
1981-10-27,0.8618238924302558,0.00041671232981224584
1981-10-28,0.8655713763564473,0.00041342466171473673
1981-10-29,0.8874554651396412,0.00041178081460195045
1981-10-30,0.9060578495016732,0.00040164383143594817
1981-11-02,0.9040168905192845,0.0011802739443844312
1981-11-04,0.9333528302826096,0.0007895890327349101
1981-11-05,0.9271789942011215,0.00038246575446978007
1981-11-06,0.9413362691836386,0.00038520549094840276
1981-11-09,0.9621307622726671,0.0011383561957372377
1981-11-10,0.9631790948897035,0.0003715068608114164
1981-11-12,0.9881396745812083,0.0007424657638758829
1981-11-13,0.9848450281088933,0.00036191780926430066
1981-11-16,0.9969205737874456,0.0010898630325108358
1981-11-17,0.9869641157893572,0.00035917807278567797
1981-11-18,1.0021018778189292,0.000363013698630137
1981-11-19,0.9994607406913472,0.0003575342518009552
1981-11-20,1.000560749296534,0.00035863014116679155
1981-11-23,0.9796469768536477,0.0010750684868799495
1981-11-24,1.005718581625365,0.000366575345601121
1981-11-25,1.0213736750933549,0.00035698629405400527
1981-11-27,1.0275465416375906,0.0007030136944496468
1981-11-30,1.016948450231695,0.0010487671420998767
1981-12-01,1.0058849774493526,0.00035369862595649616
1981-12-02,0.9950636925922209,0.0003578082306744301
1981-12-03,0.9991163925123503,0.00036191780926430066
1981-12-04,1.0199055435466495,0.00036054794102498934
1981-12-07,0.9931154451583448,0.001059452083012829
1981-12-08,0.9949389385413008,0.0003632876775036119
1981-12-09,0.9843769907554939,0.00036273971975666204
1981-12-10,0.9712276488304598,0.000366849324474596
1981-12-11,0.973691859661157,0.0003720547924303029
1981-12-14,0.9897695927662483,0.0011136986458138243
1981-12-15,0.9930401093590008,0.0003654794562352847
1981-12-16,0.9919366521888726,0.00036438356686944827
1981-12-17,0.9807546648884531,0.0003649314984883348
1981-12-18,0.9941059259005461,0.00036931505595168024
1981-12-21,0.9771942679382378,0.0010931507006083448
1981-12-22,0.9705291174162521,0.00037123288193794145
1981-12-23,0.957124162320791,0.0003739725922885006
1981-12-24,0.9636267754926314,0.00037945206524574594
1981-12-28,0.967815618805128,0.0015079452305623929
1981-12-29,0.9572169197359498,0.0003758904182747619
1981-12-30,0.9589321749247117,0.0003802739757381074
1981-12-31,0.9737629095740937,0.00037972601799115744
1982-01-04,0.9600295250615029,0.0014958903691540024
1982-01-05,0.9423617828289637,0.00037999999686463235
1982-01-06,0.9336303411614613,0.00038739726968007546
1982-01-07,0.9314237469254915,0.000391232869396471
1982-01-08,0.944100018461635,0.0003923287587623073
1982-01-11,0.9258536664535197,0.0011613698724198015
1982-01-12,0.9364294399217806,0.00039534247411440493
1982-01-13,0.9240432613425961,0.0003909589166510595
1982-01-14,0.9345727116516206,0.0003964383634802414
1982-01-15,0.9285482602132893,0.0003920548060168959
1982-01-18,0.938596586745283,0.001184383549102365
1982-01-19,0.9331676871462595,0.0003909589166510595
1982-01-20,0.9360951744532997,0.00039342464812814373
1982-01-21,0.9435856718706245,0.0003923287587623073
1982-01-22,0.941992062996455,0.0003893150695382732
1982-01-25,0.9456892350072336,0.0011704109400919038
1982-01-26,0.9467075174824164,0.0003890410906647983
1982-01-27,0.948384564265229,0.0003887671117913233
1982-01-28,0.961413173569927,0.00038821918017243684
1982-01-29,0.9665286316729933,0.00038301368608866654
1982-02-01,0.9397357711907787,0.0011432876586914063
1982-02-02,0.9446385120361486,0.00039260273763578235
1982-02-03,0.9353205947226257,0.00039068493777758457
1982-02-04,0.9274462642831323,0.00039479451636745505
1982-02-05,0.9347723403820256,0.0003983561633384391
1982-02-08,0.9164823813827293,0.0011860274223432147
1982-02-09,0.9131832485615475,0.000403835610167621
1982-02-10,0.9233846228487698,0.0004054794572804072
1982-02-11,0.930006352048701,0.00040109589981706176
1982-02-16,0.9452472417114897,0.0019917808166921955
1982-02-17,0.9475647119798959,0.00039260273763578235
1982-02-18,0.963830824040416,0.0003917808271434209
1982-02-19,0.966899480055969,0.00038520549094840276
1982-02-22,0.9937074147146593,0.0011523288047476988
1982-02-23,0.9883914137829547,0.0003739725922885006
1982-02-24,0.9965870691679451,0.0003761643710201734
1982-02-25,0.9898253386403494,0.00037315068179613923
1982-02-26,0.982461746482951,0.0003758904182747619
1982-03-01,0.9977022710751067,0.001136712322496388
1982-03-02,1.0118889108189661,0.0003734246606696142
1982-03-03,1.015957020100125,0.00036821916658584384
1982-03-04,1.0193051496046925,0.000366849324474596
1982-03-05,1.0196723766880695,0.00036575343510875964
1982-03-08,1.010403168212738,0.0010972603053262787
1982-03-09,1.015193666949918,0.00036958903482515516
1982-03-10,1.0104022512584079,0.0003679452138404324
1982-03-11,0.9998785761056808,0.0003698630136986302
1982-03-12,1.0002470224531264,0.0003739725922885006
1982-03-15,1.007861772164513,0.0011219177768655019
1982-03-16,1.0075024799892156,0.0003715068608114164
1982-03-17,1.0115238481219644,0.0003717808135568279
1982-03-18,1.012626891971497,0.00037041097144558006
