,STOCK,TECH,INTL,GOLD,BOND,LONGT,CASH,REIT
1980-05-16,4.582179546356201,1.6783148209668943,1.620722591107193,516.5,0.6415175509156803,1.0259147543460072,1.0576963510426551,0.977737354339334
1980-05-19,4.597778797149658,1.6840274802661224,1.620722591107193,513.75,0.6415175509156803,1.0130124210289662,1.0592243317481185,0.9800288137337602
1980-05-20,4.597778797149658,1.6840274802661224,1.620722591107193,507.75,0.6415175509156803,1.032670269505339,1.0625276987416743,0.9823256434724132
1980-05-21,4.6040215492248535,1.6863127884972025,1.620722591107193,513.5,0.6415175509156803,1.048201367331811,1.0639377629741196,0.9846278561414192
1980-05-22,4.660167694091797,1.7068772442080735,1.620722591107193,501.0,0.6415175509156803,1.0455982934686805,1.0647296674007984,0.986935464356402
1980-05-23,4.73502779006958,1.7342974499611932,1.620722591107193,511.25,0.6415175509156803,1.0704436969950186,1.0670591242782004,0.9892484807625512
1980-05-27,4.772457122802734,1.7480066795827924,1.620722591107193,514.8,0.6415175509156803,1.0705991514474418,1.0680202665753469,0.9915669180346924
1980-05-28,4.800535202026367,1.7582892567402122,1.620722591107193,526.5,0.6415175509156803,1.0589509698521438,1.0675144224925313,0.9938907888773566
1980-05-29,4.725668907165527,1.7308680030811403,1.620722591107193,519.6,0.6415175509156803,1.0494820019599511,1.0666028549061453,0.9962201060248492
1980-05-30,4.766220569610596,1.745722593908657,1.620722591107193,535.5,0.6560009379218595,1.0449565507739202,1.0674947044902223,0.9985548822413202
1980-06-02,4.747504234313965,1.7388670185174009,1.620722591107193,561.5,0.6560009379218595,1.0382071185428516,1.0673869389298534,1.00174051063637
1980-06-03,4.747504234313965,1.7388670185174009,1.620722591107193,552.5,0.6560009379218595,1.0538461751190846,1.0691030833779422,1.0049363019462998
1980-06-04,4.825485706329346,1.767429267107588,1.620722591107193,571.5,0.6560009379218595,1.064945659587223,1.070351028502369,1.0081422885932336
1980-06-05,4.834842681884766,1.7708557449207758,1.620722591107193,581.75,0.6560009379218595,1.0752489403767096,1.070820545443589,1.01135850310273
1980-06-06,4.850439071655273,1.776569277474964,1.620722591107193,597.0,0.6560009379218595,1.097146387588815,1.071392206651255,1.0145849781041114
1980-06-09,4.875393867492676,1.7857085892383715,1.620722591107193,623.75,0.6560009379218595,1.1107450310963736,1.0741917088665678,1.017821746330796
1980-06-10,4.915945529937744,1.800561084253983,1.620722591107193,604.0,0.6560009379218595,1.0972303708300857,1.0755836244946886,1.0210688406206287
1980-06-11,4.975208282470703,1.8222686307078744,1.620722591107193,596.0,0.6560009379218595,1.107034806160564,1.077546039793949,1.024326293916216
1980-06-12,4.953373432159424,1.8142704885265744,1.620722591107193,590.0,0.6560009379218595,1.1279204474748183,1.078248694196947,1.027594139265258
1980-06-13,4.965852737426758,1.8188407556867503,1.620722591107193,608.4,0.6560009379218595,1.1404749643142136,1.07853053182299,1.0308724098208857
1980-06-16,4.978327751159668,1.8234108481959344,1.620722591107193,595.0,0.6560009379218595,1.141345772608188,1.0780676663026396,1.0341611388419962
1980-06-17,4.975208282470703,1.8222686307078744,1.620722591107193,591.75,0.6560009379218595,1.1382604184538314,1.07632050991566,1.0374603596935907
1980-06-18,4.984566688537598,1.8256961564270149,1.620722591107193,602.5,0.6560009379218595,1.1296349726074475,1.075317283294806,1.0407701058471122
1980-06-19,4.91906213760376,1.801703476393035,1.620722591107193,599.0,0.6560009379218595,1.1332527361922098,1.0754647778051063,1.044090410880786
1980-06-20,4.8909912109375,1.791421597839583,1.620722591107193,602.9,0.6560009379218595,1.1413780868964578,1.0769130262229032,1.0474213084799595
1980-06-23,4.912823677062988,1.799418342812947,1.620722591107193,596.5,0.6560009379218595,1.124461435968751,1.075412342843338,1.0507628324374456
1980-06-24,4.940897941589356,1.8096996974134223,1.620722591107193,603.0,0.6560009379218595,1.1203864184898222,1.0747867865692031,1.0541150166538626
1980-06-25,5.006404399871826,1.8336936000043464,1.620722591107193,622.5,0.6560009379218595,1.1109638062268945,1.074374054337803,1.057477895137981
1980-06-26,4.984566688537598,1.8256961564270149,1.620722591107193,624.5,0.6560009379218595,1.098542098721038,1.0738619084863092,1.0608515020070672
1980-06-27,4.975112915039063,1.822233176556487,1.620722591107193,637.5,0.6560009379218595,1.092580219067178,1.0733546138929655,1.0642358714872298
1980-06-30,4.899495601654053,1.7945371968869075,1.6986734124234246,653.5,0.6614429924839794,1.0913877346498726,1.0730868726034846,1.0676310379137666
1980-07-01,4.931002616882324,1.8060763879321853,1.6986734124234246,660.0,0.6614429924839794,1.078385989568137,1.072487373154014,1.0710890573130551
1980-07-02,4.9625115394592285,1.817617500138376,1.6986734124234246,661.5,0.6614429924839794,1.0786790725570243,1.0732335006599416,1.0745582771156117
1980-07-03,5.0381293296813965,1.8453145277139076,1.6986734124234246,663.5,0.6614429924839794,1.0912233334679342,1.0741324648257884,1.078038733599148
1980-07-04,5.0381293296813965,1.8453145277139076,1.6986734124234246,666.5,0.6614429924839794,1.0912233334679342,1.0741324648257884,1.0815304631588794
1980-07-07,5.072788715362549,1.858009209722641,1.6986734124234246,667.5,0.6614429924839794,1.0700865650978773,1.0728102881405064,1.0850335023079032
1980-07-08,5.053885459899902,1.8510860443974584,1.6986734124234246,687.5,0.6614429924839794,1.086503837999697,1.073974716349417,1.0885478876775816
1980-07-09,5.060186386108398,1.853392485398578,1.6986734124234246,671.0,0.6614429924839794,1.0786662909495464,1.0746707557622452,1.0920736560179245
1980-07-10,5.012923717498779,1.836082825575701,1.6986734124234246,656.5,0.6614429924839794,1.07193761830804,1.074951202084164,1.0956108441979733
1980-07-11,5.053885459899902,1.8510860443974584,1.6986734124234246,667.0,0.6614429924839794,1.063325456355743,1.074095343134654,1.0991594892061878
1980-07-14,5.148410320281982,1.8857062372981728,1.6986734124234246,650.0,0.6614429924839794,1.0583475269797404,1.0747473424202083,1.1027196281508314
1980-07-15,5.148410320281982,1.8857062372981728,1.6986734124234246,619.5,0.6614429924839794,1.0754031517766207,1.0756538658362746,1.10629129826036
1980-07-16,5.132655143737793,1.8799354192185893,1.6986734124234246,624.75,0.6614429924839794,1.0898874596582082,1.0773866375218706,1.109874536883812
1980-07-17,5.208275318145752,1.9076317481901528,1.6986734124234246,627.25,0.6614429924839794,1.0799946310693809,1.0765736468526947,1.1134693814911965
1980-07-18,5.233479499816895,1.9168648475362955,1.6986734124234246,606.0,0.6614429924839794,1.0762646083978216,1.0768025280741833,1.1170758696738876
1980-07-21,5.25553560256958,1.92494315452295,1.6986734124234246,617.5,0.6614429924839794,1.0852227768098024,1.078007343194903,1.1206940391450166
1980-07-22,5.239782333374023,1.9191735590003112,1.6986734124234246,613.0,0.6614429924839794,1.0784346319674174,1.078129862076485,1.124323927739866
1980-07-23,5.227179050445557,1.9145591051391444,1.6986734124234246,631.25,0.6614429924839794,1.081753557498137,1.078616088534592,1.1279655734162657
1980-07-24,5.2208781242370605,1.9122488218162,1.6986734124234246,643.0,0.6614429924839794,1.0730161594360388,1.0779081929913856,1.1316190142549891
1980-07-25,5.176768779754639,1.896092557144875,1.6986734124234246,651.75,0.6614429924839794,1.0644181898493117,1.077931595637192,1.135284288460153
1980-07-28,5.208275318145752,1.9076317481901528,1.6986734124234246,643.5,0.6614429924839794,1.0565474924650016,1.077798743864987,1.1389614343596148
1980-07-29,5.252385139465332,1.923790632626359,1.6986734124234246,646.75,0.6614429924839794,1.0587781420775733,1.0775695858825929,1.1426504904053751
1980-07-30,5.246083736419678,1.9214815718603588,1.6986734124234246,629.0,0.6614429924839794,1.0485055075981853,1.0773950250343216,1.146351495173979
1980-07-31,5.224027633666992,1.91340291557172,1.72465756044942,614.25,0.6462932581274226,1.021847308421059,1.0763970326307708,1.1500644873669197
1980-08-01,5.201971530914307,1.9053244339340731,1.72465756044942,622.0,0.6462932581274226,1.0257789926482743,1.076232732197763,1.1516683937955705
1980-08-04,5.198822498321533,1.904169466923593,1.72465756044942,630.75,0.6462932581274226,1.0340140839307506,1.0772940997521072,1.1532745370690762
1980-08-05,5.1893696784973145,1.9007099800729064,1.72465756044942,630.5,0.6462932581274226,1.03338630330442,1.077130292270668,1.1548829203069928
1980-08-06,5.224027633666992,1.91340291557172,1.72465756044942,627.75,0.6462932581274226,1.0299984635528463,1.0782597403925678,1.156493546633226
1980-08-07,5.305948734283447,1.943407956007299,1.72465756044942,629.5,0.6462932581274226,1.0349049680132776,1.0793860678710725,1.1581064191760386
1980-08-08,5.321703910827637,1.9491775515299377,1.72465756044942,630.0,0.6462932581274226,1.0151794634153368,1.0783862311619696,1.159721541068056
1980-08-11,5.375264644622803,1.968797145373775,1.72465756044942,617.0,0.6462932581274226,1.0028386538425096,1.0780481105383417,1.161338915446272
1980-08-12,5.334305763244629,1.953796022363922,1.72465756044942,605.0,0.6462932581274226,1.0066338490344509,1.079284728244272,1.1629585454520563
1980-08-13,5.312251567840576,1.9457156195653629,1.72465756044942,615.25,0.6462932581274226,1.0139972108730018,1.0800000578094633,1.1645804342311588
1980-08-14,5.397322177886963,1.9768745791054696,1.72465756044942,626.0,0.6462932581274226,1.016970566967323,1.0807652339594056,1.1662045849337168
1980-08-15,5.416229724884033,1.9838000148935488,1.72465756044942,624.5,0.6462932581274226,1.0235641093256451,1.080543089015943,1.167831000714261
1980-08-18,5.318551540374756,1.948023457774418,1.72465756044942,612.25,0.6462932581274226,1.007517386201633,1.0783384311243818,1.1694596847317211
1980-08-19,5.287044525146484,1.9364842667291404,1.72465756044942,624.0,0.6462932581274226,0.9956632659903544,1.0772111271222728,1.1710906401494328
1980-08-20,5.337457656860352,1.9549483696095211,1.72465756044942,634.75,0.6462932581274226,0.9985418056947658,1.0778423021077637,1.172723870135143
1980-08-21,5.409924507141113,1.9814923513354847,1.72465756044942,645.25,0.6462932581274226,0.9971188616173384,1.0761067615545656,1.1743593778610169
1980-08-22,5.435131549835205,1.9907235295207155,1.72465756044942,639.2,0.6462932581274226,1.0095879677115671,1.077208528037814,1.175997166503643
1980-08-25,5.435131549835205,1.9907235295207155,1.72465756044942,639.2,0.6462932581274226,0.9957208817154776,1.076803091048467,1.1776372392440408
1980-08-26,5.394175052642822,1.9757215332559024,1.72465756044942,628.85,0.6462932581274226,0.9960204147178604,1.0762650627961443,1.1792795992676657
1980-08-27,5.337457656860352,1.9549483696095211,1.72465756044942,633.85,0.6462932581274226,0.9836169863896888,1.0758862275226766,1.1809242497644148
1980-08-28,5.337457656860352,1.9549483696095211,1.72465756044942,635.3,0.6462932581274226,0.9756179692196464,1.0748982961333255,1.1825711939286356
1980-08-29,5.290193557739258,1.9376390590886283,1.760383796386537,631.25,0.6340012355930219,0.9892524596443318,1.077039343045764,1.1842204349591292
1980-09-01,5.290193557739258,1.9376390590886283,1.760383796386537,628.75,0.6340012355930219,0.9892524596443318,1.077039343045764,1.1832977976412482
1980-09-02,5.346913814544678,1.958411349480049,1.760383796386537,640.0,0.6340012355930219,1.006748381283284,1.0786531716339771,1.1823758791588097
1980-09-03,5.450884819030762,1.9964931250433544,1.760383796386537,636.75,0.6340012355930219,1.0194042828932146,1.0796075015937294,1.181454678951762
1980-09-04,5.422529697418213,1.986107853102604,1.760383796386537,647.25,0.6340012355930219,1.0126000403761,1.0798382048209152,1.1805341964604903
1980-09-05,5.397322177886963,1.9768745791054696,1.760383796386537,651.0,0.6340012355930219,1.009382968072972,1.0800177799645767,1.1796144311258154
1980-09-08,5.331156730651856,1.9526401820984816,1.760383796386537,672.0,0.6340012355930219,1.002450953445682,1.0791709463793795,1.1786953823889936
1980-09-09,5.365819454193115,1.965335388060192,1.760383796386537,670.5,0.6340012355930219,1.0114634800676672,1.07977192769836,1.177777049691717
1980-09-10,5.397322177886963,1.9768745791054696,1.760383796386537,686.5,0.6340012355930219,1.0144074154787814,1.0805773439513155,1.1768594324761124
1980-09-11,5.435131549835205,1.9907235295207155,1.760383796386537,674.0,0.6340012355930219,1.003337350047635,1.079837259708166,1.175942530184741
1980-09-12,5.428825855255127,1.988416040613644,1.760383796386537,685.5,0.6340012355930219,1.0010489675355163,1.0797203953976366,1.1750263422605989
1980-09-15,5.435131549835205,1.9907235295207155,1.760383796386537,666.5,0.6340012355930219,0.984995315593504,1.0793271068587964,1.1741108681471155
1980-09-16,5.485541820526123,2.009187807052088,1.760383796386537,668.0,0.6340012355930219,0.9894845257708338,1.0805546535058077,1.173196107288155
1980-09-17,5.576916217803955,2.0426568752641474,1.760383796386537,673.0,0.6340012355930219,0.9830972154356494,1.0805964999649784,1.172282059128013
1980-09-18,5.5580153465271,2.0357328366840046,1.760383796386537,672.0,0.6340012355930219,0.9884066474087504,1.0818736789773602,1.1713687231114196
1980-09-19,5.592670917510986,2.0484261214848023,1.760383796386537,674.0,0.6340012355930219,0.9971649637977186,1.0827867202980397,1.170456098683537
1980-09-22,5.643081665039063,2.066891097620143,1.760383796386537,710.0,0.6340012355930219,0.9690056628159492,1.080936099725346,1.16954418528996
1980-09-23,5.602124214172363,2.0518880534493773,1.760383796386537,711.0,0.6340012355930219,0.9749875394587962,1.0824249271877373,1.1686329823767148
1980-09-24,5.643081665039063,2.066891097620143,1.760383796386537,710.5,0.6340012355930219,0.9752901845810944,1.083600912730171,1.1677224893902594
1980-09-25,5.573770999908447,2.041501908253667,1.760383796386537,697.75,0.6340012355930219,0.965082192520374,1.0828663724008278,1.1668127057774833
1980-09-26,5.469790458679199,2.003417862227465,1.760383796386537,698.75,0.6340012355930219,0.9535197330655316,1.080805039019989,1.1659036309857067
1980-09-29,5.350060939788818,1.959564744631601,1.760383796386537,679.25,0.6340012355930219,0.9451351947684408,1.0799060041162796,1.1649952644626804
1980-09-30,5.432760715484619,1.989856212694155,1.8188468718046675,666.75,0.632314560883267,0.9634052777378636,1.078902951944387,1.1640876056565856
1980-10-01,5.509097099304199,2.017816090012734,1.8188468718046675,682.0,0.632314560883267,0.964505680724294,1.079184168159687,1.16898596518538
1980-10-02,5.550450325012207,2.032961824044011,1.8188468718046675,665.75,0.632314560883267,0.967208008863624,1.0791086500248428,1.173904936501429
1980-10-03,5.604525089263916,2.0527681197983583,1.8188468718046675,660.5,0.632314560883267,0.994650030629187,1.080464863308614,1.1788446063369884
1980-10-06,5.7126641273498535,2.09237791689118,1.8188468718046675,675.5,0.632314560883267,1.0015120261910575,1.082425517294537,1.183805061789275
1980-10-07,5.680861949920654,2.0807281717679293,1.8188468718046675,678.15,0.632314560883267,0.9984014023040768,1.0819303206199873,1.1887863903220015
1980-10-08,5.70948600769043,2.09121282012316,1.8188468718046675,677.0,0.632314560883267,0.9919400693562428,1.0818498737014834,1.1937886797669186
1980-10-09,5.680861949920654,2.0807281717679293,1.8188468718046675,690.0,0.632314560883267,1.0067161239707152,1.0834109602519402,1.198812018325364
1980-10-10,5.65223503112793,2.0702428248087297,1.8188468718046675,685.25,0.632314560883267,1.0027166272212475,1.0831715467801546,1.2038564945698174
1980-10-13,5.728569984436035,2.0982034007312773,1.8188468718046675,679.75,0.632314560883267,1.0027166272212475,1.0831715467801546,1.2089221974454625
1980-10-14,5.728569984436035,2.0982034007312773,1.8188468718046675,668.5,0.632314560883267,1.0125710748499934,1.0848422240258269,1.214009216271754
